cell	method	tag	stage	metric	value	delta_vs_unsteered
base_qa	iti	cap_gen_base_qa_iti_base_qa_a22	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.0000	-0.1580
base_qa	iti	cap_gen_base_qa_iti_base_qa_a8	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.1750	+0.0170
base_qa	iti	cap_gen_base_qa_iti_base_qa_k24	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.1360	-0.0220
base_qa	iti	cap_gen_base_qa_iti_base_qa_k96	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.0180	-0.1400
base_qa	sparse	cap_gen_base_qa_sp_base_qa_l0.003_ep8_all	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.0070	-0.1510
base_qa	sparse	cap_gen_base_qa_sp_base_qa_l0.01_ep16_all	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.0760	-0.0820
base_qa	sparse	cap_gen_base_qa_sp_base_qa_l0_ep16_all	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.0260	-0.1320
base_qa	sparse	cap_gen_base_qa_sp_base_qa_l0_ep8_all	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.0050	-0.1530
base_qa	unsteered	cap_gen_base_qa_uns	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.1580	
base_qa	iti	cap_gen_base_qa_iti_base_qa_a22	generative	MMLU/CHOICE/ACCURACY	0.0000	-0.1570
base_qa	iti	cap_gen_base_qa_iti_base_qa_a8	generative	MMLU/CHOICE/ACCURACY	0.1580	+0.0010
base_qa	iti	cap_gen_base_qa_iti_base_qa_k24	generative	MMLU/CHOICE/ACCURACY	0.1190	-0.0380
base_qa	iti	cap_gen_base_qa_iti_base_qa_k96	generative	MMLU/CHOICE/ACCURACY	0.0080	-0.1490
base_qa	sparse	cap_gen_base_qa_sp_base_qa_l0.003_ep8_all	generative	MMLU/CHOICE/ACCURACY	0.0080	-0.1490
base_qa	sparse	cap_gen_base_qa_sp_base_qa_l0.01_ep16_all	generative	MMLU/CHOICE/ACCURACY	0.0570	-0.1000
base_qa	sparse	cap_gen_base_qa_sp_base_qa_l0_ep16_all	generative	MMLU/CHOICE/ACCURACY	0.0210	-0.1360
base_qa	sparse	cap_gen_base_qa_sp_base_qa_l0_ep8_all	generative	MMLU/CHOICE/ACCURACY	0.0050	-0.1520
base_qa	unsteered	cap_gen_base_qa_uns	generative	MMLU/CHOICE/ACCURACY	0.1570	
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_a22	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.2270	-0.1919
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_a8	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.4096	-0.0093
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_k24	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.4053	-0.0136
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_k96	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.3601	-0.0588
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0.003_ep8_all	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.3968	-0.0221
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0.01_ep16_all	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.4155	-0.0034
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0_ep16_all	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.4044	-0.0145
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0_ep8_all	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.3985	-0.0204
base_qa	unsteered	cap_fxaw_base_qa_uns	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.4189	
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_a22	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.2270	-0.2192
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_a8	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.4428	-0.0034
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_k24	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.4360	-0.0102
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_k96	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.3899	-0.0563
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0.003_ep8_all	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.4300	-0.0162
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0.01_ep16_all	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.4343	-0.0119
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0_ep16_all	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.4334	-0.0128
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0_ep8_all	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.4241	-0.0221
base_qa	unsteered	cap_fxaw_base_qa_uns	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.4462	
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_a8	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.6297	+0.0238
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_k24	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.6647	+0.0588
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_k96	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	1.1579	+0.5520
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0.003_ep8_all	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.6758	+0.0699
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0.01_ep16_all	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.6561	+0.0502
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0_ep16_all	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.6963	+0.0904
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0_ep8_all	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.6980	+0.0921
base_qa	unsteered	cap_fxaw_base_qa_uns	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.6059	
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_a8	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.5472	+0.0253
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_k24	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.5852	+0.0633
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_k96	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	2.2313	+0.7094
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0.003_ep8_all	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.5975	+0.0756
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0.01_ep16_all	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.5758	+0.0539
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0_ep16_all	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.6203	+0.0984
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0_ep8_all	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.6223	+0.1004
base_qa	unsteered	cap_fxaw_base_qa_uns	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.5219	
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_a8	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	10.3186	+0.8710
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_k24	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	11.7490	+2.3014
base_qa	iti	cap_fxaw_base_qa_iti_base_qa_k96	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	73.0984	+63.6508
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0.003_ep8_all	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	12.2427	+2.7951
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0.01_ep16_all	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	11.3812	+1.9336
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0_ep16_all	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	13.2064	+3.7588
base_qa	sparse	cap_fxaw_base_qa_sp_base_qa_l0_ep8_all	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	13.2933	+3.8457
base_qa	unsteered	cap_fxaw_base_qa_uns	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	9.4476	
base_qa	iti	cap_fxmm_base_qa_iti_base_qa_a22	loglik-fx-mmlu	MMLU/ACC	0.2319	-0.0907
base_qa	iti	cap_fxmm_base_qa_iti_base_qa_a8	loglik-fx-mmlu	MMLU/ACC	0.3226	+0.0000
base_qa	iti	cap_fxmm_base_qa_iti_base_qa_k24	loglik-fx-mmlu	MMLU/ACC	0.3226	+0.0000
base_qa	iti	cap_fxmm_base_qa_iti_base_qa_k96	loglik-fx-mmlu	MMLU/ACC	0.3226	+0.0000
base_qa	sparse	cap_fxmm_base_qa_sp_base_qa_l0.003_ep8_all	loglik-fx-mmlu	MMLU/ACC	0.3226	+0.0000
base_qa	sparse	cap_fxmm_base_qa_sp_base_qa_l0.01_ep16_all	loglik-fx-mmlu	MMLU/ACC	0.3226	+0.0000
base_qa	sparse	cap_fxmm_base_qa_sp_base_qa_l0_ep16_all	loglik-fx-mmlu	MMLU/ACC	0.3226	+0.0000
base_qa	sparse	cap_fxmm_base_qa_sp_base_qa_l0_ep8_all	loglik-fx-mmlu	MMLU/ACC	0.3226	+0.0000
base_qa	unsteered	cap_fxmm_base_qa_uns	loglik-fx-mmlu	MMLU/ACC	0.3226	
ll_ch	iti	cap_gen_ll_ch_iti_ll_ch_a8	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.4540	+0.0160
ll_ch	iti	cap_gen_ll_ch_iti_ll_ch_k128	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.1970	-0.2410
ll_ch	iti	cap_gen_ll_ch_iti_ll_ch_k24	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.4370	-0.0010
ll_ch	sparse	cap_gen_ll_ch_sp_ll_ch_l0.003_ep16_comp_ila1	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.1050	-0.3330
ll_ch	sparse	cap_gen_ll_ch_sp_ll_ch_l0_ep16_all	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.1950	-0.2430
ll_ch	sparse	cap_gen_ll_ch_sp_ll_ch_l0_ep16_comp_ila1	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.0250	-0.4130
ll_ch	sparse	cap_gen_ll_ch_sp_ll_ch_l0_ep16_completion	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.1700	-0.2680
ll_ch	unsteered	cap_gen_ll_ch_uns	generative	ARC_CHALLENGE/CHOICE/ACCURACY	0.4380	
ll_ch	iti	cap_gen_ll_ch_iti_ll_ch_a8	generative	MMLU/CHOICE/ACCURACY	0.3840	+0.0190
ll_ch	iti	cap_gen_ll_ch_iti_ll_ch_k128	generative	MMLU/CHOICE/ACCURACY	0.1580	-0.2070
ll_ch	iti	cap_gen_ll_ch_iti_ll_ch_k24	generative	MMLU/CHOICE/ACCURACY	0.3790	+0.0140
ll_ch	sparse	cap_gen_ll_ch_sp_ll_ch_l0.003_ep16_comp_ila1	generative	MMLU/CHOICE/ACCURACY	0.0780	-0.2870
ll_ch	sparse	cap_gen_ll_ch_sp_ll_ch_l0_ep16_all	generative	MMLU/CHOICE/ACCURACY	0.1350	-0.2300
ll_ch	sparse	cap_gen_ll_ch_sp_ll_ch_l0_ep16_comp_ila1	generative	MMLU/CHOICE/ACCURACY	0.0350	-0.3300
ll_ch	sparse	cap_gen_ll_ch_sp_ll_ch_l0_ep16_completion	generative	MMLU/CHOICE/ACCURACY	0.1220	-0.2430
ll_ch	unsteered	cap_gen_ll_ch_uns	generative	MMLU/CHOICE/ACCURACY	0.3650	
ll_ch	iti	cap_ctaw_ll_ch_iti_ll_ch_a8	loglik-ct-arcwiki	ARC_CHALLENGE/ACC	0.3490	-0.0051
ll_ch	iti	cap_ctaw_ll_ch_iti_ll_ch_k128	loglik-ct-arcwiki	ARC_CHALLENGE/ACC	0.3174	-0.0367
ll_ch	iti	cap_ctaw_ll_ch_iti_ll_ch_k24	loglik-ct-arcwiki	ARC_CHALLENGE/ACC	0.3413	-0.0128
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0.003_ep16_comp_ila1	loglik-ct-arcwiki	ARC_CHALLENGE/ACC	0.3805	+0.0264
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0_ep16_all	loglik-ct-arcwiki	ARC_CHALLENGE/ACC	0.3891	+0.0350
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0_ep16_comp_ila1	loglik-ct-arcwiki	ARC_CHALLENGE/ACC	0.3729	+0.0188
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0_ep16_completion	loglik-ct-arcwiki	ARC_CHALLENGE/ACC	0.4027	+0.0486
ll_ch	unsteered	cap_ctaw_ll_ch_uns	loglik-ct-arcwiki	ARC_CHALLENGE/ACC	0.3541	
ll_ch	iti	cap_ctaw_ll_ch_iti_ll_ch_a8	loglik-ct-arcwiki	ARC_CHALLENGE/ACC_NORM	0.3703	-0.0009
ll_ch	iti	cap_ctaw_ll_ch_iti_ll_ch_k128	loglik-ct-arcwiki	ARC_CHALLENGE/ACC_NORM	0.3422	-0.0290
ll_ch	iti	cap_ctaw_ll_ch_iti_ll_ch_k24	loglik-ct-arcwiki	ARC_CHALLENGE/ACC_NORM	0.3618	-0.0094
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0.003_ep16_comp_ila1	loglik-ct-arcwiki	ARC_CHALLENGE/ACC_NORM	0.3754	+0.0042
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0_ep16_all	loglik-ct-arcwiki	ARC_CHALLENGE/ACC_NORM	0.3925	+0.0213
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0_ep16_comp_ila1	loglik-ct-arcwiki	ARC_CHALLENGE/ACC_NORM	0.3686	-0.0026
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0_ep16_completion	loglik-ct-arcwiki	ARC_CHALLENGE/ACC_NORM	0.3976	+0.0264
ll_ch	unsteered	cap_ctaw_ll_ch_uns	loglik-ct-arcwiki	ARC_CHALLENGE/ACC_NORM	0.3712	
ll_ch	iti	cap_ctaw_ll_ch_iti_ll_ch_a8	loglik-ct-arcwiki	WIKITEXT/BITS_PER_BYTE	0.7032	+0.0285
ll_ch	iti	cap_ctaw_ll_ch_iti_ll_ch_k128	loglik-ct-arcwiki	WIKITEXT/BITS_PER_BYTE	0.8964	+0.2217
ll_ch	iti	cap_ctaw_ll_ch_iti_ll_ch_k24	loglik-ct-arcwiki	WIKITEXT/BITS_PER_BYTE	0.7182	+0.0435
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0.003_ep16_comp_ila1	loglik-ct-arcwiki	WIKITEXT/BITS_PER_BYTE	0.7832	+0.1085
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0_ep16_all	loglik-ct-arcwiki	WIKITEXT/BITS_PER_BYTE	0.7205	+0.0458
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0_ep16_comp_ila1	loglik-ct-arcwiki	WIKITEXT/BITS_PER_BYTE	0.8208	+0.1461
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0_ep16_completion	loglik-ct-arcwiki	WIKITEXT/BITS_PER_BYTE	0.7258	+0.0511
ll_ch	unsteered	cap_ctaw_ll_ch_uns	loglik-ct-arcwiki	WIKITEXT/BITS_PER_BYTE	0.6747	
ll_ch	iti	cap_ctaw_ll_ch_iti_ll_ch_a8	loglik-ct-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.6282	+0.0319
ll_ch	iti	cap_ctaw_ll_ch_iti_ll_ch_k128	loglik-ct-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.8614	+0.2651
ll_ch	iti	cap_ctaw_ll_ch_iti_ll_ch_k24	loglik-ct-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.6451	+0.0488
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0.003_ep16_comp_ila1	loglik-ct-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.7209	+0.1246
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0_ep16_all	loglik-ct-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.6478	+0.0515
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0_ep16_comp_ila1	loglik-ct-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.7664	+0.1701
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0_ep16_completion	loglik-ct-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.6538	+0.0575
ll_ch	unsteered	cap_ctaw_ll_ch_uns	loglik-ct-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.5963	
ll_ch	iti	cap_ctaw_ll_ch_iti_ll_ch_a8	loglik-ct-arcwiki	WIKITEXT/WORD_PERPLEXITY	13.5534	+1.3589
ll_ch	iti	cap_ctaw_ll_ch_iti_ll_ch_k128	loglik-ct-arcwiki	WIKITEXT/WORD_PERPLEXITY	27.7271	+15.5326
ll_ch	iti	cap_ctaw_ll_ch_iti_ll_ch_k24	loglik-ct-arcwiki	WIKITEXT/WORD_PERPLEXITY	14.3257	+2.1312
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0.003_ep16_comp_ila1	loglik-ct-arcwiki	WIKITEXT/WORD_PERPLEXITY	18.2272	+6.0327
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0_ep16_all	loglik-ct-arcwiki	WIKITEXT/WORD_PERPLEXITY	14.4491	+2.2546
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0_ep16_comp_ila1	loglik-ct-arcwiki	WIKITEXT/WORD_PERPLEXITY	20.9539	+8.7594
ll_ch	sparse	cap_ctaw_ll_ch_sp_ll_ch_l0_ep16_completion	loglik-ct-arcwiki	WIKITEXT/WORD_PERPLEXITY	14.7365	+2.5420
ll_ch	unsteered	cap_ctaw_ll_ch_uns	loglik-ct-arcwiki	WIKITEXT/WORD_PERPLEXITY	12.1945	
ll_ch	iti	cap_ctmm_ll_ch_iti_ll_ch_a8	loglik-ct-mmlu	MMLU/ACC	0.2382	+0.0000
ll_ch	iti	cap_ctmm_ll_ch_iti_ll_ch_k128	loglik-ct-mmlu	MMLU/ACC	0.2382	+0.0000
ll_ch	iti	cap_ctmm_ll_ch_iti_ll_ch_k24	loglik-ct-mmlu	MMLU/ACC	0.2382	+0.0000
ll_ch	sparse	cap_ctmm_ll_ch_sp_ll_ch_l0.003_ep16_comp_ila1	loglik-ct-mmlu	MMLU/ACC	0.2382	+0.0000
ll_ch	sparse	cap_ctmm_ll_ch_sp_ll_ch_l0_ep16_all	loglik-ct-mmlu	MMLU/ACC	0.2382	+0.0000
ll_ch	sparse	cap_ctmm_ll_ch_sp_ll_ch_l0_ep16_comp_ila1	loglik-ct-mmlu	MMLU/ACC	0.2382	+0.0000
ll_ch	sparse	cap_ctmm_ll_ch_sp_ll_ch_l0_ep16_completion	loglik-ct-mmlu	MMLU/ACC	0.2382	+0.0000
ll_ch	unsteered	cap_ctmm_ll_ch_uns	loglik-ct-mmlu	MMLU/ACC	0.2382	
ll_ch	iti	cap_fxaw_ll_ch_iti_ll_ch_a8	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.4283	-0.0128
ll_ch	iti	cap_fxaw_ll_ch_iti_ll_ch_k128	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.3831	-0.0580
ll_ch	iti	cap_fxaw_ll_ch_iti_ll_ch_k24	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.4172	-0.0239
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0.003_ep16_comp_ila1	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.4437	+0.0026
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0_ep16_all	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.4531	+0.0120
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0_ep16_comp_ila1	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.4420	+0.0009
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0_ep16_completion	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.4514	+0.0103
ll_ch	unsteered	cap_fxaw_ll_ch_uns	loglik-fx-arcwiki	ARC_CHALLENGE/ACC	0.4411	
ll_ch	iti	cap_fxaw_ll_ch_iti_ll_ch_a8	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.4283	-0.0145
ll_ch	iti	cap_fxaw_ll_ch_iti_ll_ch_k128	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.3959	-0.0469
ll_ch	iti	cap_fxaw_ll_ch_iti_ll_ch_k24	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.4172	-0.0256
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0.003_ep16_comp_ila1	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.4428	+0.0000
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0_ep16_all	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.4565	+0.0137
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0_ep16_comp_ila1	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.4454	+0.0026
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0_ep16_completion	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.4590	+0.0162
ll_ch	unsteered	cap_fxaw_ll_ch_uns	loglik-fx-arcwiki	ARC_CHALLENGE/ACC_NORM	0.4428	
ll_ch	iti	cap_fxaw_ll_ch_iti_ll_ch_a8	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.7032	+0.0285
ll_ch	iti	cap_fxaw_ll_ch_iti_ll_ch_k128	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.8964	+0.2217
ll_ch	iti	cap_fxaw_ll_ch_iti_ll_ch_k24	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.7182	+0.0435
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0.003_ep16_comp_ila1	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.7832	+0.1085
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0_ep16_all	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.7205	+0.0458
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0_ep16_comp_ila1	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.8208	+0.1461
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0_ep16_completion	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.7258	+0.0511
ll_ch	unsteered	cap_fxaw_ll_ch_uns	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.6747	
ll_ch	iti	cap_fxaw_ll_ch_iti_ll_ch_a8	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.6282	+0.0319
ll_ch	iti	cap_fxaw_ll_ch_iti_ll_ch_k128	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.8614	+0.2651
ll_ch	iti	cap_fxaw_ll_ch_iti_ll_ch_k24	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.6451	+0.0488
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0.003_ep16_comp_ila1	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.7209	+0.1246
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0_ep16_all	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.6478	+0.0515
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0_ep16_comp_ila1	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.7664	+0.1701
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0_ep16_completion	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.6538	+0.0575
ll_ch	unsteered	cap_fxaw_ll_ch_uns	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.5963	
ll_ch	iti	cap_fxaw_ll_ch_iti_ll_ch_a8	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	13.5534	+1.3589
ll_ch	iti	cap_fxaw_ll_ch_iti_ll_ch_k128	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	27.7271	+15.5326
ll_ch	iti	cap_fxaw_ll_ch_iti_ll_ch_k24	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	14.3257	+2.1312
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0.003_ep16_comp_ila1	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	18.2272	+6.0327
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0_ep16_all	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	14.4491	+2.2546
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0_ep16_comp_ila1	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	20.9539	+8.7594
ll_ch	sparse	cap_fxaw_ll_ch_sp_ll_ch_l0_ep16_completion	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	14.7365	+2.5420
ll_ch	unsteered	cap_fxaw_ll_ch_uns	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	12.1945	
ll_ch	iti	cap_fxmm_ll_ch_iti_ll_ch_a8	loglik-fx-mmlu	MMLU/ACC	0.4702	+0.0000
ll_ch	iti	cap_fxmm_ll_ch_iti_ll_ch_k128	loglik-fx-mmlu	MMLU/ACC	0.4702	+0.0000
ll_ch	iti	cap_fxmm_ll_ch_iti_ll_ch_k24	loglik-fx-mmlu	MMLU/ACC	0.4702	+0.0000
ll_ch	sparse	cap_fxmm_ll_ch_sp_ll_ch_l0.003_ep16_comp_ila1	loglik-fx-mmlu	MMLU/ACC	0.4702	+0.0000
ll_ch	sparse	cap_fxmm_ll_ch_sp_ll_ch_l0_ep16_all	loglik-fx-mmlu	MMLU/ACC	0.4702	+0.0000
ll_ch	sparse	cap_fxmm_ll_ch_sp_ll_ch_l0_ep16_comp_ila1	loglik-fx-mmlu	MMLU/ACC	0.4702	+0.0000
ll_ch	sparse	cap_fxmm_ll_ch_sp_ll_ch_l0_ep16_completion	loglik-fx-mmlu	MMLU/ACC	0.4702	+0.0000
